,RMSD,Score,"gauss(o=0,w=0.5,c=8)","gauss(o=3,w=2,c=8)","repulsion(o=0,c=8)","hydrophobic(g=0.5,b=1.5,c=8)","non_dir_h_bond(g=-0.7,b=0,c=8)"
82,2.702004909515381,-4.2454052,-1.419442644003016,-3.2315131999999993,0.50851836,-1.41992704,0.0
83,1.947153925895691,-4.19204044,-1.8366277269000002,-3.551093,0.6576884189999999,-1.5079026000000002,-0.563868
84,0.0006923670880496502,-11.2450991,-2.18664842,-7.1813340000000006,1.20103097,-1.6900345,-1.3861050000000001
85,0.0006470371736213565,-9.82155418,-2.41859012,-7.201094000000001,2.3877316000000004,-2.0542483,-0.536081
86,0.000600790255703032,-8.97968483,-2.273905439999999,-7.30253,3.423463086,-2.1366929,-0.697788
87,0.000678997952491045,-8.56955528,-2.50052915,-6.994766999999999,3.7647397799999998,-1.9736330000000002,-0.86336
88,0.6635541915893555,-10.9181528,-4.6014732,-8.895836999999998,1.8456960847000004,-1.5611515999999999,-1.5373519999999998
89,1.980509638786316,-9.11261272,-3.28988467,-8.116530000000001,0.7766734773,-1.2815931999999999,-0.362036
90,1.7018893957138062,-8.84007645,-3.5414362,-7.469452999999998,1.1164809189999998,-1.4896715,-0.6339319999999999
91,1.0028616189956665,-8.57262611,-3.46036204,-8.013108,1.0069284649999999,-0.9754756,0.0
92,1.830876111984253,-8.05207825,-3.6825424,-8.000333000000001,2.478913384,-1.3699510000000001,-0.263684
93,1.7962616682052612,-8.02484894,-3.141656641,-6.991149999999998,1.1461617869999996,-1.3971904500000003,-0.360366
94,1.692858099937439,-7.99083757,-3.3242577300000007,-7.9663129999999995,2.4381640300000003,-1.5081216999999998,-0.799183
95,2.8727614879608154,-7.98348141,-3.859759099999999,-7.0443479999999985,1.748700730262,-1.3469789399999998,-0.7266919999999999
96,0.8559788465499878,-10.764039,-4.2299155,-8.541829,1.601725881,-1.409791,-1.332357
97,1.5665805339813232,-10.5091858,-4.17937306,-8.394361,1.2845999719,-1.3213838999999998,-1.022066
98,2.067067861557007,-10.0318747,-3.3474839000000003,-8.232158,0.9390453329999999,-1.3033617,-0.811107
99,1.3906900882720947,-9.74523926,-3.4393956400000008,-8.215504999999999,0.8700373100000002,-1.2222522999999998,-0.773685
100,1.9857628345489502,-9.46617889,-3.0221902820000004,-7.891311999999999,0.9339202859999999,-1.5202324999999999,-0.7227859999999999
101,1.2362370491027832,-9.150383,-2.5374043294700006,-7.637634999999999,0.33692866299999996,-1.3917639,-0.233805
102,1.845940351486206,-8.40758801,-3.400301250902232,-7.415090099999998,1.1362657090000001,-0.9009829,-0.462656
103,2.2495691776275635,-8.17822266,-2.8507940419169997,-7.271348000000001,0.7176732835,-0.6499264299999999,-0.490179
104,1.6094274520874023,-7.95317459,-2.8671202999099994,-7.22014,0.95295424835,-0.70085222,-0.503403
105,0.9475396871566772,-11.3613796,-3.3827033,-9.181687999999998,1.106708338,-1.3200862999999998,-0.571482
106,1.8794605731964111,-10.636075,-2.6895604000000004,-8.692529,0.955548465,-1.4148494999999999,-0.8490220000000002
107,1.24897301197052,-10.3621254,-2.8960716000000004,-8.823417,0.7622225168,-0.9399217999999999,-0.402559
108,1.666834831237793,-9.68566132,-2.8482908699999996,-8.398575000000003,1.209830486,-1.0559802,-0.6016790000000001
109,1.8469517230987549,-9.65634441,-2.404898,-8.589753,0.62613653,-1.0674706999999999,0.0
110,0.021127939224243164,-11.1400461,-3.4664759999999997,-8.047761,0.8811482073000001,-1.4370016,-1.022916
111,0.31782111525535583,-10.2524252,-3.058654399999999,-7.9990879999999995,1.01349012,-1.4919449999999999,-0.342216
112,1.6916004419326782,-9.83711815,-3.2934652000000004,-8.028902,1.837798619,-1.6535060999999998,0.0
113,1.660287618637085,-9.57060623,-2.4121062,-7.666036,0.3968187819999999,-1.4361395,-0.0996095
114,1.6890716552734375,-9.43260479,-2.7496088,-7.514096000000001,0.7720886823000002,-1.4357369,0.0
115,1.709119200706482,-9.23078918,-2.9300902,-7.360603,0.8699764925000001,-1.4527523000000002,0.0
116,1.1716667413711548,-9.19147396,-2.4864610999999996,-7.810270999999999,1.3342907,-1.3806927,-0.138477
117,1.6568939685821533,-9.1865406,-2.9345009,-7.355359000000001,1.335326892,-1.1686737000000003,-0.7646280000000001
118,1.4272661209106445,-9.00836372,-2.3822795000000005,-7.240549999999998,1.81554267,-1.308052,-0.927909
119,2.4105381965637207,-7.24015856,-2.601352179522,-5.9432529999999995,3.024099879767,-0.96599786,-3.715914
120,2.826507568359375,-7.12672234,-3.2055024241,-6.175746,1.2892165301,-1.9091484,-1.957874
121,2.062062978744507,-7.05692291,-2.328206340934,-5.4332769999999995,3.14209699,-1.162843856,-4.3284389999999995
122,3.3298585414886475,-7.02114248,-2.3278707117999997,-6.151743000000001,2.5247450591000002,-1.4956170999999998,-4.5478
123,1.5748074054718018,-7.01453638,-2.398547390073,-5.424914,2.3890692599999994,-1.2176413,-3.6326069999999997
124,3.613800525665283,-6.96939802,-3.3929518700000005,-7.401642000000001,3.3384317999999995,-1.5895373469999998,-3.224018
125,1.417201280593872,-6.96609783,-2.3221957807480007,-5.588910000000002,2.646905770000001,-1.1568178,-3.8518480000000004
126,3.635777235031128,-6.89503527,-2.96886651,-6.157088000000001,2.9272822700000005,-1.510693,-4.370516
127,1.9383050203323364,-6.84621572,-2.040069979001,-5.658668,3.5220855746351005,-0.7624209100000001,-5.188365
128,1.421099066734314,-7.98864412,-3.17452978325,-6.025275000000001,3.66188115,-1.0627380000000002,-4.1924529999999995
129,2.145951747894287,-7.72851419,-2.7753396943,-5.653879,2.655531759,-0.6552404,-4.422908
130,2.275944709777832,-7.71381664,-3.0390970558000006,-5.747737999999999,2.025125671,-0.9621783,-3.331493
131,2.133969783782959,-7.64232397,-2.6580307959000002,-5.962958,2.6904374860000004,-0.9515792,-3.913194
132,2.598768472671509,-7.54922533,-2.3795098852199996,-5.9881899999999995,1.8298724809000002,-0.5876163000000001,-3.217598
133,1.3171476125717163,-7.4847312,-2.5002858999999997,-5.937962999999998,2.70477539,-0.37520582,-4.5337250000000004
134,2.306889533996582,-7.33150101,-2.6800672501730998,-5.282063000000001,1.56865966,-1.0336130000000001,-2.511399
135,1.9695085287094116,-7.32741165,-2.4105494600000004,-5.83013,2.07605983,-1.0336940000000001,-2.975307
136,2.2081398963928223,-7.05471468,-2.5820886069999993,-5.786265,1.41159919,-0.6029624,-2.236471
137,0.899829089641571,-11.7810917,-3.707807923,-8.425113000000001,1.5869115833,-2.188875636,-1.799518
138,0.9025639891624451,-11.6503286,-3.5237907410000004,-8.449616000000002,1.5299968710000005,-2.161274615,-1.7638829999999999
139,0.2606688141822815,-11.6190357,-3.64617429,-8.358767,1.4366200199999999,-2.198703273,-1.595661
140,0.9211437106132507,-11.5125113,-3.52845348,-8.401546999999999,1.6826032460000002,-2.16994872,-1.7643389999999999
141,1.8901948928833008,-10.1461735,-3.3803939450000002,-7.807881,1.128420049,-1.70947004,-0.934242
142,1.9017550945281982,-10.1211882,-3.3682160139999993,-7.6673255000000005,1.4064575839000002,-1.4852626890000002,-1.642982
143,1.3434451818466187,-9.75137997,-2.9506301699131114,-7.7257729999999984,1.4271250890000002,-2.2169273000000005,-0.458977
144,1.238628625869751,-9.58505917,-2.6726599885239017,-7.350794500000001,1.5395364921,-1.9655417800000001,-1.25339
145,1.4809596538543701,-9.38728809,-2.6154213119812173,-7.2309452,1.3137488991000004,-2.0080774,-0.9262
146,0.2956908047199249,-9.27093315,-3.33739537,-6.393544,1.4220723079999997,-1.19540861,-1.9382220000000001
147,1.7222590446472168,-7.41808653,-2.38205094626,-6.107759000000001,0.48868949399999995,-0.88782852,-0.15691
148,2.706813097000122,-7.25107336,-2.1133186997830697,-5.2565079,0.7250174293,-0.39589681,-0.506338
149,1.7262701988220215,-7.21826077,-2.6432360291,-5.537611000000001,0.8632656143600002,-0.98788906,-0.48091300000000003
150,0.7280794382095337,-7.16505718,-2.4287067779999996,-5.804179,1.3270790481,-0.77452078,-1.161374
151,2.6114108562469482,-7.16069651,-1.6552576595112398,-4.986114599999999,0.5555291117600001,-1.03415969,-0.344652
152,2.010620355606079,-7.09468603,-2.436821725206611,-5.233309570000001,1.48284649,-0.16693389,-2.070647
153,2.6148934364318848,-7.06624985,-1.5511584518859152,-5.0174056,0.55450232,-0.8592918,-0.520569
154,2.4922726154327393,-6.98657084,-1.7256053334151489,-5.021018699999999,1.09011322132,-0.5707219099999999,-1.000944
155,1.1885544061660767,-12.549386,-4.0855784,-7.150093,2.31633706209,-3.777242,-0.587439
156,0.04107988253235817,-12.1696768,-4.3566041,-7.346286,3.2066997232000003,-4.027001,-0.546278
157,1.1907150745391846,-12.1190281,-3.1690804000000004,-6.553020999999999,0.8819745999999999,-3.6577640000000002,-0.481829
158,0.036004018038511276,-12.0863361,-3.3968231,-6.6198,1.3056561059999998,-3.639388,-0.470613
159,1.0931117534637451,-11.4427423,-3.2608879170000002,-5.965422,1.0218607079,-3.1931937999999995,-0.400666
160,0.9488970041275024,-11.0922728,-3.3706424,-6.300057999999999,1.5588629999999999,-3.782006,-0.587439
161,0.7143260836601257,-11.062129,-3.4102005,-6.120961,0.94210479,-3.4991951999999995,-0.270472
162,0.2989281713962555,-10.30266,-3.3001417,-6.114950999999999,2.0645533636,-3.2699124999999998,0.0
163,1.135819673538208,-10.0591373,-3.1453737999999998,-5.983042000000001,1.6335568940000003,-2.8453160000000004,0.0
164,0.15364834666252136,-8.57853413,-3.4680926999999997,-6.301305,1.19950489,-1.4013376999999998,-0.6159445
165,2.4061012268066406,-8.44103336,-3.9369871999999995,-6.528264999999998,2.9101506599999993,-1.5647250000000001,-1.342079
166,0.5462357401847839,-8.02271652,-3.0156590110014996,-5.772997,1.5502936456999998,-1.737629,-1.039051
167,1.3395167589187622,-8.00230694,-3.333164,-6.297463,1.0235853235999999,-0.7547786000000001,-0.419217
168,1.9723931550979614,-7.94001722,-3.2011087740999997,-6.087261,1.3816915200000002,-1.2966020100000002,-0.40654
169,2.5151567459106445,-7.89273787,-3.1248465999999997,-6.138924999999999,0.8857278608029999,-0.6378942999999999,-0.605451
170,1.8838444948196411,-7.87112713,-3.1919771692000007,-5.939494,1.75446915,-1.46067957,-0.840206
171,0.748820424079895,-7.86798573,-2.8818619,-5.818507,0.9035047300000001,-1.3109256,-0.442615
172,2.380728244781494,-7.76371098,-2.7817787999999997,-6.0533470000000005,0.784987,-1.410361,-0.0539448
173,3.4012818336486816,-8.06194687,-3.19956765524,-7.6730504999999996,0.7589111129999999,-1.65518752,-0.536317
174,3.3521158695220947,-8.04440212,-3.4777274812,-7.797004000000001,0.9412524629999998,-1.63795215,-0.640025
175,1.7302875518798828,-7.97281313,-2.7398593179000006,-8.6413941,1.199581246,-1.3736568099999997,-1.051658
176,3.181800603866577,-7.77254963,-3.1189416205999994,-7.839000299999998,1.0273612560999998,-1.0469504799999998,-0.845673
177,2.9889886379241943,-7.62192488,-2.9122696184000003,-7.778753199999998,1.230620821,-1.6731315,-1.1817739999999999
178,3.027895212173462,-7.53493309,-2.7772736680000003,-7.911654400000002,1.4519436029999997,-1.14921595,-1.662414
179,2.9047908782958984,-7.43496799,-3.7217435479999996,-7.798719899999999,1.9395056199999998,-1.46080753,-0.627869
180,3.4005215167999268,-7.36873722,-2.4521182742999996,-7.289815399999999,0.9625074674300002,-1.0589054900000001,-1.637151
181,3.187612295150757,-7.24243593,-2.00815359344475,-7.5042181999999995,0.6598932760000001,-1.4758127,-0.845419
182,0.8808439373970032,-9.68167782,-3.8449835,-8.915676000000001,2.305550399,-1.4425928000000003,-2.316073
183,1.9052424430847168,-9.46235752,-3.774982999999999,-8.901945999999999,2.3781022472,-1.4439822,-1.669532
184,2.50903058052063,-9.36773491,-3.800733,-8.771408999999998,2.369057039,-1.2794820599999999,-2.0260000000000002
185,1.9640274047851562,-9.25707626,-3.6304841,-8.397651,0.997822545,-1.6321917,-0.506744
186,2.0502257347106934,-8.72586632,-3.5759125,-8.728245000000001,2.484598888999999,-2.06045114,-0.368621
187,2.7052042484283447,-8.69531631,-3.0993193400000005,-8.118768,0.6960735733000001,-1.4960669999999998,-0.459081
188,2.4521431922912598,-8.64915466,-3.0119094900000003,-8.170602000000002,0.6576526840000001,-1.5494572000000002,-0.232154
189,2.3200995922088623,-8.45499134,-3.1121779999999997,-8.329301999999998,1.2097839339999998,-1.6376361000000001,-0.372588
190,2.555419683456421,-8.40858555,-4.021397499999999,-8.369869,2.2898379405,-1.35241124,-0.763602
191,0.5389542579650879,-10.3589706,-3.3498338,-8.551078999999998,1.7617296814999996,-0.6782821,-1.962364
192,1.7927483320236206,-9.83168983,-3.412891599999999,-8.357200999999998,2.21690344,-0.8164734,-2.021274
193,2.2229058742523193,-9.45231819,-2.873111599999999,-8.466651,2.0270687511785703,-0.51766213,-1.898986
194,1.86262047290802,-9.40541077,-2.6709797,-8.482303,1.473217213,-0.54790423,-0.978995
195,2.3836991786956787,-9.33308315,-2.684594,-7.737457999999999,1.2802989399999996,-0.88880905,-1.5038330000000002
196,1.9781752824783325,-9.09262657,-2.77468203,-7.999741000000001,1.587529912,-1.1695119,-0.754877
197,1.504920482635498,-9.06838894,-2.2246254349999997,-7.937695,1.36643783207,-0.8003938400000001,-1.282862
198,1.8405208587646484,-8.96393394,-2.139627084,-8.508132,0.927716765,-0.6989822699999999,-0.481857
199,1.493776559829712,-8.9092226,-2.8961418890000004,-8.659417999999999,1.7783117899999998,-0.31933710000000004,-1.2679589999999998
200,0.23555204272270203,-11.1103745,-5.0447877000000005,-9.719535999999998,3.11929241293,-1.2529787000000001,-2.7638562
201,1.693597435951233,-8.34658146,-3.6134850999999997,-8.832981000000002,4.043821832999999,-1.2685961,-2.106374
202,2.413755416870117,-8.21169376,-3.0127975000000005,-7.365803999999999,3.23511031632,-0.8942184000000001,-3.3461499999999997
203,1.6373199224472046,-8.13310814,-2.9295381000000003,-7.058801999999999,2.927763069,-0.5743967,-3.5161505
204,2.3483338356018066,-8.12424564,-2.4534080200000004,-6.503697999999998,2.413803491,-0.2934719,-4.048511
205,0.13878782093524933,-7.45789909,-2.4374386999999995,-4.183085,1.3652529199999999,-2.1894964,-0.889177
206,1.1443363428115845,-7.13761473,-2.0867474000000006,-4.095718000000001,1.5272149300000002,-2.2357489999999998,-1.0612629999999998
207,1.3093712329864502,-7.11862183,-2.3051035100000004,-4.335259,0.7315791899999999,-2.1556983,0.0
208,1.3394368886947632,-7.00725079,-2.6653645,-4.491116,2.1637287599999997,-1.8098536,-1.187958
209,1.1276217699050903,-6.66468763,-2.3536126,-4.161203,1.14899814,-1.9596484000000003,-0.256677
210,1.4003503322601318,-6.36940479,-2.31304233,-4.192998,1.72048388,-1.35670742,-1.026651
211,0.3253749907016754,-6.13054276,-2.3630643,-4.221996000000001,1.72599488,-1.3503025999999998,-0.7333322
212,1.4228616952896118,-5.94785357,-1.77522217,-3.848153000000001,0.9700232699999999,-1.5687058,-0.587382
213,0.5680174827575684,-5.71818209,-2.0176336,-3.9393650000000004,1.444258503,-1.4202454,-0.535845
214,1.8752832412719727,-7.93245411,-2.1076141999999995,-4.761613,4.27806249,0.0,-7.200831500000001
215,1.4154489040374756,-7.89146662,-1.8572350000000002,-4.710489,3.3702210000000004,0.0,-6.7978667
216,1.8465259075164795,-7.88521576,-2.0424728000000005,-4.921517999999999,2.22697007,0.0,-5.1059339999999995
217,0.560773491859436,-7.87630749,-1.9491516999999998,-4.863612999999999,4.713996389999999,0.0,-7.499022
218,1.7272582054138184,-7.84103298,-2.1606825,-5.130782,2.8806808200000003,0.0,-5.271115
219,0.8841065168380737,-7.66649914,-1.9816634999999998,-4.919600999999999,3.757751072,0.0,-6.30647
220,0.6942805051803589,-7.61945391,-1.7870730000000001,-4.863533,3.4209744,0.0,-6.1857500000000005
221,2.3974409103393555,-7.5584507,-1.9108299,-4.610679,2.3231177200000004,0.0,-5.080496999999999
222,2.1638004779815674,-7.50248909,-2.6782143,-5.490044,6.0714862,0.0,-7.344501999999999
223,1.1594949960708618,-10.1011133,-4.5336991,-9.513173000000002,2.6096196050000002,-1.8002614,-2.173668
224,1.4159092903137207,-9.77794933,-4.399128999999999,-9.132674000000002,1.9840780292200002,-1.5889144000000002,-1.8993440000000001
225,2.395282506942749,-9.72246933,-3.7514485,-9.487479999999998,1.7157259489999992,-1.8797991999999997,-1.420804
226,1.7691096067428589,-9.3782692,-4.6995889,-9.172436999999999,3.2837693185,-1.4760317,-2.462757
227,1.806107759475708,-9.27082157,-4.4213131,-9.254479,3.1058820899999997,-1.575604,-2.201106
228,1.4819839000701904,-9.04946995,-4.2677215,-8.995801,1.488006298,-1.5207930000000003,-0.737572
229,2.508521556854248,-8.8070116,-3.5014046000000008,-9.558983999999999,0.9386048030000002,-1.5452018,-0.314895
230,1.3134875297546387,-8.76441193,-4.5429153,-9.282478,4.047213793,-2.4213270000000002,-1.2886540000000002
231,2.337944984436035,-8.18841934,-4.0201643,-9.194005999999998,2.8338362739,-1.7280626000000001,-0.843853
232,1.394382119178772,-10.9156322,-4.2628018,-10.331363000000001,2.7459696670789997,-2.1838941000000003,-1.988901
233,1.8148789405822754,-8.35144711,-4.2190156000000005,-10.135739,3.7867480689999997,-2.04842354,-0.0435224
234,2.0148983001708984,-8.33976078,-3.8609462999999997,-10.186956000000002,2.642724362,-2.2060664,0.0
235,2.062560558319092,-7.98809958,-3.8266033999999998,-10.401042000000004,4.142042255000002,-1.9661162999999997,0.0
236,2.6199915409088135,-9.46129608,-3.5869315740000007,-7.615200999999999,1.200259607,-1.9630660000000002,-0.810314
237,1.7814627885818481,-9.35676003,-3.3040241299999993,-8.526163,0.9837011166100001,-1.9087702000000004,0.0
238,2.7272443771362305,-9.19339371,-3.44284892,-8.178599,0.71734959441,-1.7863146200000002,-0.0928804
239,1.479566216468811,-9.10355663,-3.40658675,-8.309398,1.0451562060000001,-1.7262801799999996,-0.225792
